od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
midtown north-midtown center,13,246,460,0.012342916320044797,0.010641913267944175,7.459066100667071,6.496257590735771,0.06355899579748125
midtown north-midtown center,14,235,531,0.011790997297603769,0.012284469446257298,7.125530624620982,7.498940827566727,0.06355899579748125
midtown north-midtown center,15,241,521,0.012092044037117056,0.012053123505649816,7.307459066100668,7.357717836463776,0.06355899579748125
midtown north-midtown center,16,270,609,0.013547103278097947,0.014088967782995657,8.186779866585809,8.60048015816975,0.06355899579748125
midtown north-midtown center,17,288,609,0.014450243496637809,0.014088967782995657,8.732565191024863,8.60048015816975,0.06355899579748125
midtown north-midtown center,18,297,619,0.014901813605907742,0.014320313723603139,9.00545785324439,8.741703149272702,0.06355899579748125
midtown north-midtown center,19,228,409,0.011439776101504933,0.009462048970846015,6.913280776228017,5.776020336110719,0.06355899579748125
midtown north-midtown center,20,131,301,0.006572853812706781,0.006963512812285209,3.9721043056397813,4.250812032198842,0.06355899579748125
midtown north-midtown center,21,118,254,0.005920585877094658,0.005876186891430044,3.5779260157671313,3.5870639740149692,0.06355899579748125
midtown north-midtown center,22,125,208,0.006271807073193494,0.004811995564635627,3.790175864160097,2.9374382149413925,0.06355899579748125
midtown north-midtown center,23,66,143,0.0033115141346461647,0.003308246950686993,2.0012128562765312,2.019488772772207,0.06355899579748125
upper east side north-east harlem south,0,25,44,0.0012543614146386989,0.0010179221386729211,0.7580351728320194,0.6391632771644393,0.05869042178292691
upper east side north-east harlem south,1,6,14,0.0003010467395132877,0.00032388431685047487,0.18192844147968465,0.20337013364323067,0.05869042178292691
upper east side north-east harlem south,2,1,8,5.017445658554795e-05,0.00018507675248598563,0.030321406913280776,0.11621150493898895,0.05869042178292691
upper east side north-east harlem south,3,5,8,0.0002508722829277398,0.00018507675248598563,0.1516070345664039,0.11621150493898895,0.05869042178292691
upper east side north-east harlem south,4,11,10,0.0005519190224410274,0.00023134594060748203,0.3335354760460885,0.1452643811737362,0.05869042178292691
upper east side north-east harlem south,5,18,36,0.000903140218539863,0.0008328453861869354,0.5457853244390539,0.5229517722254503,0.05869042178292691
upper east side north-east harlem south,6,106,177,0.005318492398068083,0.004094823148752432,3.214069132807762,2.571179546775131,0.05869042178292691
upper east side north-east harlem south,7,237,409,0.011891346210774863,0.009462048970846015,7.186173438447543,5.94131319000581,0.05869042178292691
upper east side north-east harlem south,8,223,532,0.011188903818577192,0.012307604040318046,6.761673741661613,7.728065078442765,0.05869042178292691
upper east side north-east harlem south,9,185,427,0.00928227446832637,0.009878471663939483,5.609460278956944,6.202789076118536,0.05869042178292691
upper east side north-east harlem south,10,182,420,0.009131751098569727,0.009716529505514247,5.518496058217101,6.10110400929692,0.05869042178292691
upper east side north-east harlem south,11,178,390,0.008931053272227535,0.0090224916836918,5.3972104305639785,5.665310865775712,0.05869042178292691
upper east side north-east harlem south,12,214,501,0.010737333709307262,0.011590431624434851,6.488781079442087,7.277745496804183,0.05869042178292691
upper east side north-east harlem south,13,228,438,0.011439776101504933,0.010132952198607714,6.913280776228017,6.362579895409645,0.05869042178292691
upper east side north-east harlem south,14,226,436,0.011339427188333837,0.010086683010486217,6.852637962401456,6.333527019174897,0.05869042178292691
upper east side north-east harlem south,15,272,492,0.013647452191269043,0.011382220277888117,8.24742268041237,7.147007553747821,0.05869042178292691
upper east side north-east harlem south,16,214,429,0.010737333709307262,0.00992474085206098,6.488781079442087,6.231841952353283,0.05869042178292691
upper east side north-east harlem south,17,222,487,0.011138729361991645,0.011266547307584376,6.731352334748332,7.074375363160954,0.05869042178292691
upper east side north-east harlem south,18,198,471,0.009934542403938493,0.010896393802612404,6.003638568829594,6.8419523532829745,0.05869042178292691
upper east side north-east harlem south,19,139,330,0.006974249465391165,0.007634416040046908,4.214675560946028,4.793724578733294,0.05869042178292691
upper east side north-east harlem south,20,129,273,0.006472504899535686,0.00631574417858426,3.91146149181322,3.965717606042998,0.05869042178292691
upper east side north-east harlem south,21,132,257,0.006623028269292329,0.005945590673612288,4.0024257125530625,3.7332945961650204,0.05869042178292691
upper east side north-east harlem south,22,94,196,0.004716398919041507,0.004534380435906649,2.850212249848393,2.8471818710052292,0.05869042178292691
upper east side north-east harlem south,23,53,99,0.0026592461990340415,0.002290324812014072,1.607034566403881,1.4381173736199884,0.05869042178292691
lincoln square east-lincoln square east,0,32,77,0.0016055826107375345,0.0017813637426776117,0.9928637914986037,1.1056863871338312,0.06188566419240799
lincoln square east-lincoln square east,1,8,32,0.0004013956526843836,0.0007403070099439425,0.24821594787465093,0.4595060310166571,0.06188566419240799
lincoln square east-lincoln square east,2,6,12,0.0003010467395132877,0.0002776151287289785,0.18616196090598822,0.17231476163124643,0.06188566419240799
lincoln square east-lincoln square east,3,5,12,0.0002508722829277398,0.0002776151287289785,0.15513496742165683,0.17231476163124643,0.06188566419240799
lincoln square east-lincoln square east,4,3,14,0.00015052336975664385,0.00032388431685047487,0.09308098045299411,0.2010338885697875,0.06188566419240799
lincoln square east-lincoln square east,5,5,10,0.0002508722829277398,0.00023134594060748203,0.15513496742165683,0.14359563469270534,0.06188566419240799
lincoln square east-lincoln square east,6,19,51,0.000953314675125411,0.0011798642970981584,0.589512876202296,0.7323377369327972,0.06188566419240799
lincoln square east-lincoln square east,7,68,135,0.003411863047817261,0.003123170198201008,2.109835556934533,1.9385410683515223,0.06188566419240799
lincoln square east-lincoln square east,8,89,208,0.004465526636113768,0.004811995564635627,2.7614024201054916,2.9867892016082713,0.06188566419240799
lincoln square east-lincoln square east,9,114,215,0.005719888050752467,0.004973937723060864,3.537077257213776,3.087306145893165,0.06188566419240799
lincoln square east-lincoln square east,10,166,263,0.008328959793200958,0.006084398237976778,5.1504809183990075,3.7765651924181505,0.06188566419240799
lincoln square east-lincoln square east,11,165,345,0.008278785336615411,0.00798143495095813,5.1194539249146755,4.954049396898334,0.06188566419240799
lincoln square east-lincoln square east,12,211,392,0.010586810339550617,0.009068760871813297,6.546695625193919,5.6289488799540495,0.06188566419240799
lincoln square east-lincoln square east,13,213,366,0.010687159252721713,0.008467261426233844,6.6087496121625815,5.255600229753016,0.06188566419240799
lincoln square east-lincoln square east,14,214,408,0.010737333709307262,0.009438914376785268,6.639776605646913,5.858701895462378,0.06188566419240799
lincoln square east-lincoln square east,15,242,421,0.012142218493702605,0.009739664099574994,7.508532423208192,6.045376220562894,0.06188566419240799
lincoln square east-lincoln square east,16,221,490,0.011088554905406098,0.011335951089766622,6.856965560037233,7.0361860999425625,0.06188566419240799
lincoln square east-lincoln square east,17,279,573,0.013998673387367877,0.013256122396808722,8.656531182128452,8.228029867892015,0.06188566419240799
lincoln square east-lincoln square east,18,309,646,0.015503907084934317,0.01494494776324334,9.587340986658392,9.276278001148764,0.06188566419240799
lincoln square east-lincoln square east,19,295,471,0.014801464692736646,0.010896393802612404,9.152963077877754,6.763354394026422,0.06188566419240799
lincoln square east-lincoln square east,20,159,430,0.007977738597102123,0.009947875446121728,4.933291964008688,6.17461229178633,0.06188566419240799
lincoln square east-lincoln square east,21,177,534,0.008880878815641986,0.012353873228439541,5.491777846726652,7.668006892590465,0.06188566419240799
lincoln square east-lincoln square east,22,161,602,0.00807808751027322,0.013927025624570419,4.99534595097735,8.644457208500862,0.06188566419240799
lincoln square east-lincoln square east,23,62,257,0.003110816308303973,0.005945590673612288,1.923673596028545,3.6904078116025274,0.06188566419240799
union sq-murray hill,0,48,129,0.0024083739161063016,0.0029843626338365184,1.4911463187325256,1.866049472009258,0.0612872533242451
union sq-murray hill,1,22,46,0.0011038380448820549,0.0010641913267944174,0.6834420627524076,0.6654129900188052,0.0612872533242451
union sq-murray hill,2,10,27,0.0005017445658554796,0.0006246340396402016,0.31065548306927615,0.39056849414147254,0.0612872533242451
union sq-murray hill,3,3,11,0.00015052336975664385,0.0002544805346682303,0.09319664492078285,0.15912049761319255,0.0612872533242451
union sq-murray hill,4,4,9,0.0002006978263421918,0.00020821134654673386,0.12426219322771047,0.13018949804715754,0.0612872533242451
union sq-murray hill,5,8,10,0.0004013956526843836,0.00023134594060748203,0.24852438645542094,0.14465499783017502,0.0612872533242451
union sq-murray hill,6,15,44,0.0007526168487832193,0.0010179221386729211,0.4659832246039142,0.6364819904527702,0.0612872533242451
union sq-murray hill,7,54,147,0.002709420655619589,0.0034007853269299865,1.6775396085740912,2.126428468103573,0.0612872533242451
union sq-murray hill,8,96,237,0.004816747832212603,0.005482898792397325,2.982292637465051,3.4283234485751484,0.0612872533242451
union sq-murray hill,9,106,227,0.005318492398068083,0.005251552851789842,3.2929481205343274,3.2836684507449734,0.0612872533242451
union sq-murray hill,10,139,249,0.006974249465391165,0.005760513921126303,4.318111214662939,3.601909445971358,0.0612872533242451
union sq-murray hill,11,143,289,0.007174947291733357,0.006685897683556231,4.442373407890649,4.1805294372920585,0.0612872533242451
union sq-murray hill,12,153,328,0.007676691857588836,0.007588146851925412,4.753028890959925,4.744683928829741,0.0612872533242451
union sq-murray hill,13,181,362,0.009081576641984179,0.00837472304999085,5.622864243553899,5.236510921452337,0.0612872533242451
union sq-murray hill,14,221,428,0.011088554905406098,0.00990160625800023,6.865486175831004,6.191233907131491,0.0612872533242451
union sq-murray hill,15,226,423,0.011339427188333837,0.009785933287696492,7.020813917365641,6.118906408216404,0.0612872533242451
union sq-murray hill,16,225,445,0.01128925273174829,0.01029489435703295,6.989748369058714,6.437147403442789,0.0612872533242451
union sq-murray hill,17,310,560,0.015554081541519865,0.012955372674018995,9.630319975147561,8.100679878489801,0.0612872533242451
union sq-murray hill,18,249,592,0.01249343968980144,0.013695679683962937,7.735321528424977,8.563575871546362,0.0612872533242451
union sq-murray hill,19,247,529,0.012393090776630344,0.012238200258135802,7.673190431811122,7.652249385216258,0.0612872533242451
union sq-murray hill,20,257,559,0.012894835342485825,0.012932238079958247,7.983845914880397,8.086214378706783,0.0612872533242451
union sq-murray hill,21,232,499,0.011640473927847126,0.011544162436313355,7.207207207207207,7.218284391725733,0.0612872533242451
union sq-murray hill,22,170,449,0.00852965761954315,0.010387432733275944,5.281143212177695,6.495009402574858,0.0612872533242451
union sq-murray hill,23,100,314,0.0050174456585547955,0.007264262535074936,3.1065548306927617,4.542166931867496,0.0612872533242451
upper west side north-lincoln square east,0,5,34,0.0002508722829277398,0.000786576198065439,0.15629884338855893,0.48192771084337355,0.06498301094712225
upper west side north-lincoln square east,1,8,12,0.0004013956526843836,0.0002776151287289785,0.25007814942169426,0.1700921332388377,0.06498301094712225
upper west side north-lincoln square east,2,4,11,0.0002006978263421918,0.0002544805346682303,0.12503907471084713,0.1559177888022679,0.06498301094712225
upper west side north-lincoln square east,3,1,6,5.017445658554795e-05,0.00013880756436448924,0.03125976867771178,0.08504606661941885,0.06498301094712225
upper west side north-lincoln square east,4,4,9,0.0002006978263421918,0.00020821134654673386,0.12503907471084713,0.1275690999291283,0.06498301094712225
upper west side north-lincoln square east,5,19,40,0.000953314675125411,0.0009253837624299281,0.5939356048765239,0.5669737774627923,0.06498301094712225
upper west side north-lincoln square east,6,27,123,0.0013547103278097946,0.0028455550694720293,0.8440137542982182,1.7434443656980863,0.06498301094712225
upper west side north-lincoln square east,7,93,241,0.00466622446245596,0.005575437168640318,2.907158487027196,3.4160170092133244,0.06498301094712225
upper west side north-lincoln square east,8,159,387,0.007977738597102123,0.008953087901509555,4.970303219756174,5.485471296952516,0.06498301094712225
upper west side north-lincoln square east,9,173,446,0.008680180989299796,0.010318028951093699,5.407939981244138,6.3217576187101345,0.06498301094712225
upper west side north-lincoln square east,10,203,437,0.010185414686866234,0.010109817604546965,6.3457330415754925,6.194188518781006,0.06498301094712225
upper west side north-lincoln square east,11,207,418,0.010386112513208427,0.00967026031739275,6.47077211628634,5.92487597448618,0.06498301094712225
upper west side north-lincoln square east,12,228,474,0.011439776101504933,0.01096579758479465,7.127227258518287,6.71863926293409,0.06498301094712225
upper west side north-lincoln square east,13,226,432,0.011339427188333837,0.009994144634243226,7.064707721162863,6.123316796598157,0.06498301094712225
upper west side north-lincoln square east,14,197,459,0.009884367947352946,0.010618778673883427,6.158174429509222,6.506024096385541,0.06498301094712225
upper west side north-lincoln square east,15,231,505,0.011590299471261577,0.011682970000677844,7.2210065645514225,7.158043940467754,0.06498301094712225
upper west side north-lincoln square east,16,221,476,0.011088554905406098,0.011012066772916145,6.908408877774304,6.746987951807229,0.06498301094712225
upper west side north-lincoln square east,17,310,615,0.015554081541519865,0.014227775347360147,9.690528290090654,8.717221828490432,0.06498301094712225
upper west side north-lincoln square east,18,350,727,0.017561059804941784,0.016818849882163946,10.940919037199125,10.30474840538625,0.06498301094712225
upper west side north-lincoln square east,19,221,414,0.011088554905406098,0.009577721941149758,6.908408877774304,5.8681785967399005,0.06498301094712225
upper west side north-lincoln square east,20,124,294,0.006221632616607946,0.006801570653859973,3.8762113160362612,4.167257264351524,0.06498301094712225
upper west side north-lincoln square east,21,88,225,0.0044153521795282195,0.005205283663668347,2.750859643638637,3.1892274982282065,0.06498301094712225
upper west side north-lincoln square east,22,67,179,0.003361688591231713,0.004141092336873929,2.0944045014066894,2.5372076541459956,0.06498301094712225
upper west side north-lincoln square east,23,33,91,0.0016557570673230823,0.002105248059528087,1.031572366364489,1.2898653437278524,0.06498301094712225
clinton east-east chelsea,0,119,264,0.005970760333680206,0.006107532832037526,3.750393948944217,3.5806320358063206,0.05216621373313393
clinton east-east chelsea,1,65,170,0.0032613396780606166,0.003932880990327195,2.0485345099275136,2.3057100230571006,0.05216621373313393
clinton east-east chelsea,2,47,100,0.0023581994595207535,0.0023134594060748204,1.4812480302552788,1.3563000135630001,0.05216621373313393
clinton east-east chelsea,3,30,86,0.0015052336975664386,0.0019895750892243457,0.9454774661203909,1.1664180116641802,0.05216621373313393
clinton east-east chelsea,4,39,55,0.0019568038068363703,0.0012724026733411512,1.2291207059565081,0.7459650074596501,0.05216621373313393
clinton east-east chelsea,5,47,123,0.0023581994595207535,0.0028455550694720293,1.4812480302552788,1.6682490166824901,0.05216621373313393
clinton east-east chelsea,6,70,209,0.003512211960988356,0.004835130158696375,2.2061140876142455,2.8346670283466704,0.05216621373313393
clinton east-east chelsea,7,88,278,0.0044153521795282195,0.006431417148888002,2.7734005672864797,3.7705140377051403,0.05216621373313393
clinton east-east chelsea,8,132,281,0.006623028269292329,0.006500820931070246,4.1601008509297195,3.8112030381120308,0.05216621373313393
clinton east-east chelsea,9,141,279,0.007074598378562261,0.00645455174294875,4.443744090765836,3.7840770378407704,0.05216621373313393
clinton east-east chelsea,10,142,249,0.007124772835147809,0.005760513921126303,4.475260006303183,3.3771870337718704,0.05216621373313393
clinton east-east chelsea,11,152,280,0.007626517401003288,0.006477686337009497,4.790419161676647,3.7976400379764006,0.05216621373313393
clinton east-east chelsea,12,130,285,0.006522679356121233,0.006593359307313239,4.097069019855027,3.8654550386545505,0.05216621373313393
clinton east-east chelsea,13,106,281,0.005318492398068083,0.006500820931070246,3.3406870469587138,3.8112030381120308,0.05216621373313393
clinton east-east chelsea,14,138,271,0.006924075008805617,0.006269474990462764,4.349196344153797,3.6755730367557304,0.05216621373313393
clinton east-east chelsea,15,128,264,0.006422330442950138,0.006107532832037526,4.034037188780334,3.5806320358063206,0.05216621373313393
clinton east-east chelsea,16,131,307,0.006572853812706781,0.007102320376649699,4.128584935392373,4.16384104163841,0.05216621373313393
clinton east-east chelsea,17,137,407,0.006873900552220069,0.00941577978272452,4.317680428616452,5.52014105520141,0.05216621373313393
clinton east-east chelsea,18,198,446,0.009934542403938493,0.010318028951093699,6.240151276394579,6.049098060490981,0.05216621373313393
clinton east-east chelsea,19,174,371,0.008730355445885343,0.008582934396537584,5.483769303498267,5.0318730503187306,0.05216621373313393
clinton east-east chelsea,20,195,451,0.00978401903418185,0.010433701921397441,6.14560352978254,6.1169130611691305,0.05216621373313393
clinton east-east chelsea,21,238,645,0.011941520667360412,0.014921813169182594,7.500787897888434,8.748135087481351,0.05216621373313393
clinton east-east chelsea,22,300,726,0.015052336975664386,0.016795715288103197,9.454774661203908,9.84673809846738,0.05216621373313393
clinton east-east chelsea,23,226,545,0.011339427188333837,0.01260835376310777,7.122596911440278,7.391835073918351,0.05216621373313393
midtown center-midtown north,0,17,55,0.0008529657619543152,0.0012724026733411512,0.5376344086021506,0.8119279598464719,0.0593570180436528
midtown center-midtown north,1,7,17,0.00035122119609883566,0.0003932880990327195,0.2213788741302973,0.2509595512252731,0.0593570180436528
midtown center-midtown north,2,4,8,0.0002006978263421918,0.00018507675248598563,0.1265022137887413,0.11809861234130499,0.0593570180436528
midtown center-midtown north,3,0,3,0.0,6.940378218224462e-05,0.0,0.04428697962798937,0.0593570180436528
midtown center-midtown north,4,0,9,0.0,0.00020821134654673386,0.0,0.1328609388839681,0.0593570180436528
midtown center-midtown north,5,7,27,0.00035122119609883566,0.0006246340396402016,0.2213788741302973,0.39858281665190437,0.0593570180436528
midtown center-midtown north,6,41,78,0.002057152720007466,0.0018044983367383602,1.2966476913345983,1.1514614703277237,0.0593570180436528
midtown center-midtown north,7,112,182,0.0056195391375813706,0.004210496119056174,3.542061986084757,2.6867434307646887,0.0593570180436528
midtown center-midtown north,8,168,347,0.008429308706372056,0.008027704139079626,5.313092979127135,5.122527310304104,0.0593570180436528
midtown center-midtown north,9,208,320,0.010436286969793974,0.007403070099439425,6.578115117014548,4.7239444936521995,0.0593570180436528
midtown center-midtown north,10,162,392,0.008128261966858768,0.009068760871813297,5.1233396584440225,5.786832004723944,0.0593570180436528
midtown center-midtown north,11,183,408,0.009181925555155275,0.009438914376785268,5.787476280834915,6.023029229406554,0.0593570180436528
midtown center-midtown north,12,205,438,0.010285763600037329,0.010132952198607714,6.483238456672992,6.465899025686449,0.0593570180436528
midtown center-midtown north,13,215,459,0.01078750816589281,0.010618778673883427,6.799493991144844,6.7759078830823745,0.0593570180436528
midtown center-midtown north,14,210,483,0.01053663588296507,0.011174008931341383,6.641366223908918,7.130203720106289,0.0593570180436528
midtown center-midtown north,15,224,506,0.011239078275162741,0.011706104594738592,7.084123972169514,7.4697372305875405,0.0593570180436528
midtown center-midtown north,16,212,527,0.010636984796136166,0.012191931070014305,6.7046173308032895,7.779746087983466,0.0593570180436528
midtown center-midtown north,17,237,518,0.011891346210774863,0.011983719723467571,7.495256166982922,7.646885149099498,0.0593570180436528
midtown center-midtown north,18,226,531,0.011339427188333837,0.012284469446257298,7.147375079063884,7.838795394154118,0.0593570180436528
midtown center-midtown north,19,206,394,0.010335938056622878,0.009115030059934793,6.514864010120178,5.816356657809271,0.0593570180436528
midtown center-midtown north,20,140,307,0.007024423921976712,0.007102320376649699,4.427577482605946,4.532034248597578,0.0593570180436528
midtown center-midtown north,21,149,310,0.007475994031246645,0.007171724158831943,4.712207463630613,4.576321228225568,0.0593570180436528
midtown center-midtown north,22,144,284,0.007225121748318904,0.006570224713252491,4.554079696394687,4.192500738116327,0.0593570180436528
midtown center-midtown north,23,85,171,0.004264828809771575,0.003956015584387943,2.6881720430107525,2.524357838795394,0.0593570180436528
upper east side south-upper west side south,0,21,44,0.001053663588296507,0.0010179221386729211,0.66942939113803,0.6792219820932387,0.06708190532916737
upper east side south-upper west side south,1,6,21,0.0003010467395132877,0.00048582647527571225,0.19126554032515142,0.32417412781722754,0.06708190532916737
upper east side south-upper west side south,2,1,8,5.017445658554795e-05,0.00018507675248598563,0.0318775900541919,0.1234949058351343,0.06708190532916737
upper east side south-upper west side south,3,1,3,5.017445658554795e-05,6.940378218224462e-05,0.0318775900541919,0.04631058968817536,0.06708190532916737
upper east side south-upper west side south,4,0,3,0.0,6.940378218224462e-05,0.0,0.04631058968817536,0.06708190532916737
upper east side south-upper west side south,5,3,10,0.00015052336975664385,0.00023134594060748203,0.09563277016257571,0.15436863229391787,0.06708190532916737
upper east side south-upper west side south,6,11,23,0.0005519190224410274,0.0005320956633972087,0.35065349059611095,0.35504785427601115,0.06708190532916737
upper east side south-upper west side south,7,29,90,0.0014550592409808907,0.0020821134654673383,0.9244501115715651,1.389317690645261,0.06708190532916737
upper east side south-upper west side south,8,79,138,0.003963782070258288,0.003192573980383252,2.51832961428116,2.1302871256560665,0.06708190532916737
upper east side south-upper west side south,9,89,220,0.004465526636113768,0.005089610693364605,2.8371055148230795,3.396109910466193,0.06708190532916737
upper east side south-upper west side south,10,135,249,0.0067735516390489735,0.005760513921126303,4.303474657315907,3.8437789441185553,0.06708190532916737
upper east side south-upper west side south,11,144,318,0.007225121748318904,0.00735680091131793,4.590372967803634,4.908922506946588,0.06708190532916737
upper east side south-upper west side south,12,201,417,0.010085065773695138,0.009647125723332001,6.407395600892572,6.437171966656376,0.06708190532916737
upper east side south-upper west side south,13,241,415,0.012092044037117056,0.009600856535210506,7.682499203060249,6.406298240197591,0.06708190532916737
upper east side south-upper west side south,14,254,512,0.012744311972729178,0.01184491215910308,8.096907873764742,7.903673973448595,0.06708190532916737
upper east side south-upper west side south,15,284,468,0.014249545670295618,0.01082699002043016,9.0532355753905,7.224451991355356,0.06708190532916737
upper east side south-upper west side south,16,253,534,0.01269413751614363,0.012353873228439541,8.065030283710552,8.243284964495215,0.06708190532916737
upper east side south-upper west side south,17,271,547,0.013597277734683496,0.01265462295122927,8.638826904686006,8.443964186477308,0.06708190532916737
upper east side south-upper west side south,18,262,654,0.013145707625413562,0.015130024515729328,8.351928594198279,10.095708552022229,0.06708190532916737
upper east side south-upper west side south,19,223,438,0.011188903818577192,0.010132952198607714,7.108702582084795,6.761346094473603,0.06708190532916737
upper east side south-upper west side south,20,199,443,0.009984716860524042,0.010248625168911455,6.3436404207841885,6.838530410620562,0.06708190532916737
upper east side south-upper west side south,21,249,462,0.01249343968980144,0.010688182456065672,7.937519923493784,7.131830811979007,0.06708190532916737
upper east side south-upper west side south,22,127,303,0.006372155986364589,0.007009782000406707,4.048453936882371,4.677369558505712,0.06708190532916737
upper east side south-upper west side south,23,54,158,0.002709420655619589,0.0036552658615982164,1.7213898629263629,2.4390243902439024,0.06708190532916737
midtown center-times sq/theatre district,0,45,56,0.002257850546349658,0.0012955372674018995,1.440460947503201,0.8298755186721992,0.06327819804530692
midtown center-times sq/theatre district,1,10,19,0.0005017445658554796,0.0004395572871542159,0.3201024327784891,0.2815649081209247,0.06327819804530692
midtown center-times sq/theatre district,2,4,3,0.0002006978263421918,6.940378218224462e-05,0.12804097311139565,0.04445761707172496,0.06327819804530692
midtown center-times sq/theatre district,3,1,6,5.017445658554795e-05,0.00013880756436448924,0.03201024327784891,0.08891523414344991,0.06327819804530692
midtown center-times sq/theatre district,4,1,11,5.017445658554795e-05,0.0002544805346682303,0.03201024327784891,0.16301126259632484,0.06327819804530692
midtown center-times sq/theatre district,5,8,22,0.0004013956526843836,0.0005089610693364606,0.2560819462227913,0.3260225251926497,0.06327819804530692
midtown center-times sq/theatre district,6,51,55,0.0025588972858629454,0.0012724026733411512,1.6325224071702944,0.8150563129816243,0.06327819804530692
midtown center-times sq/theatre district,7,124,158,0.006221632616607946,0.0036552658615982164,3.969270166453265,2.3414344991108478,0.06327819804530692
midtown center-times sq/theatre district,8,130,187,0.006522679356121233,0.004326169089359915,4.161331626120359,2.771191464137522,0.06327819804530692
midtown center-times sq/theatre district,9,129,229,0.006472504899535686,0.005297822039911339,4.12932138284251,3.3935981031416715,0.06327819804530692
midtown center-times sq/theatre district,10,109,267,0.005469015767824726,0.006176936614219771,3.4891165172855314,3.9567279193835208,0.06327819804530692
midtown center-times sq/theatre district,11,112,354,0.0056195391375813706,0.008189646297504865,3.585147247119078,5.245998814463545,0.06327819804530692
midtown center-times sq/theatre district,12,178,367,0.008931053272227535,0.008490396020294591,5.697823303457106,5.43864848844102,0.06327819804530692
midtown center-times sq/theatre district,13,206,434,0.010335938056622878,0.010040413822364721,6.594110115236876,6.431535269709543,0.06327819804530692
midtown center-times sq/theatre district,14,165,415,0.008278785336615411,0.009600856535210506,5.28169014084507,6.149970361588618,0.06327819804530692
midtown center-times sq/theatre district,15,168,465,0.008429308706372056,0.010757586238247914,5.377720870678617,6.8909306461173685,0.06327819804530692
midtown center-times sq/theatre district,16,213,526,0.010687159252721713,0.012168796475953555,6.8181818181818175,7.794902193242442,0.06327819804530692
midtown center-times sq/theatre district,17,249,672,0.01249343968980144,0.015546447208822792,7.97055057618438,9.95850622406639,0.06327819804530692
midtown center-times sq/theatre district,18,405,721,0.02032065491714692,0.016680042317799456,12.96414852752881,10.684647302904564,0.06327819804530692
midtown center-times sq/theatre district,19,253,497,0.01269413751614363,0.011497893248191858,8.098591549295776,7.365145228215768,0.06327819804530692
midtown center-times sq/theatre district,20,176,360,0.008830704359056439,0.008328453861869353,5.633802816901409,5.334914048606994,0.06327819804530692
midtown center-times sq/theatre district,21,145,363,0.0072752962049044525,0.008397857644051598,4.641485275288092,5.37937166567872,0.06327819804530692
midtown center-times sq/theatre district,22,146,355,0.0073254706614900005,0.008212780891565614,4.673495518565941,5.26081802015412,0.06327819804530692
midtown center-times sq/theatre district,23,96,206,0.004816747832212603,0.00476572637651413,3.0729833546734953,3.0527563722584468,0.06327819804530692
penn station/madison sq west-murray hill,0,98,142,0.004917096745383699,0.0032851123566262456,3.1390134529147984,2.2022332506203472,0.05202299418359738
penn station/madison sq west-murray hill,1,34,58,0.0017059315239086304,0.0013418064555233958,1.0890454836643177,0.8995037220843672,0.05202299418359738
penn station/madison sq west-murray hill,2,14,34,0.0007024423921976713,0.000786576198065439,0.4484304932735426,0.5272952853598015,0.05202299418359738
penn station/madison sq west-murray hill,3,5,12,0.0002508722829277398,0.0002776151287289785,0.1601537475976938,0.18610421836228289,0.05202299418359738
penn station/madison sq west-murray hill,4,8,26,0.0004013956526843836,0.0006014994455794533,0.25624599615631005,0.4032258064516129,0.05202299418359738
penn station/madison sq west-murray hill,5,37,81,0.0018564548936652742,0.0018739021189206047,1.185137732222934,1.2562034739454095,0.05202299418359738
penn station/madison sq west-murray hill,6,114,177,0.005719888050752467,0.004094823148752432,3.6515054452274183,2.745037220843672,0.05202299418359738
penn station/madison sq west-murray hill,7,162,420,0.008128261966858768,0.009716529505514247,5.188981422165279,6.513647642679901,0.05202299418359738
penn station/madison sq west-murray hill,8,243,463,0.012192392950288152,0.010711317050126418,7.783472133247918,7.180521091811415,0.05202299418359738
penn station/madison sq west-murray hill,9,258,427,0.012945009799071372,0.009878471663939483,8.263933376040999,6.6222084367245655,0.05202299418359738
penn station/madison sq west-murray hill,10,198,395,0.009934542403938493,0.00913816465399554,6.342088404868675,6.125930521091812,0.05202299418359738
penn station/madison sq west-murray hill,11,166,381,0.008328959793200958,0.008814280337145066,5.317104420243433,5.908808933002482,0.05202299418359738
penn station/madison sq west-murray hill,12,145,333,0.0072752962049044525,0.007703819822229152,4.64445868033312,5.16439205955335,0.05202299418359738
penn station/madison sq west-murray hill,13,146,314,0.0073254706614900005,0.007264262535074936,4.6764894298526585,4.8697270471464025,0.05202299418359738
penn station/madison sq west-murray hill,14,177,304,0.008880878815641986,0.007032916594467455,5.6694426649583605,4.714640198511166,0.05202299418359738
penn station/madison sq west-murray hill,15,162,344,0.008128261966858768,0.007958300356897383,5.188981422165279,5.334987593052109,0.05202299418359738
penn station/madison sq west-murray hill,16,147,270,0.0073756451180755495,0.006246340396402016,4.708520179372197,4.187344913151365,0.05202299418359738
penn station/madison sq west-murray hill,17,175,378,0.008780529902470892,0.008744876554962821,5.605381165919283,5.862282878411911,0.05202299418359738
penn station/madison sq west-murray hill,18,152,387,0.007626517401003288,0.008953087901509555,4.86867392696989,6.001861042183623,0.05202299418359738
