od,hora_do_dia,dia_da_semana,n_viagens
clinton hill-east williamsburg,18,0,2
west village-world trade center,18,0,37
rego park-jfk airport,6,0,3
west village-cobble hill,21,0,10
dumbo/vinegar hill-upper east side south,19,0,1
west chelsea/hudson yards-lincoln square east,23,0,58
inwood-tribeca/civic center,16,0,1
east village-saint albans,0,0,1
central harlem north-highbridge,7,0,1
old astoria-battery park city,17,0,1
cambria heights-bushwick south,20,0,1
upper west side south-west concourse,7,0,1
dumbo/vinegar hill-park slope,14,0,2
kips bay-alphabet city,9,0,9
starrett city-mott haven/port morris,17,0,1
soundview/bruckner-east chelsea,8,0,1
dumbo/vinegar hill-lower east side,12,0,2
co-op city-midtown north,12,0,1
midtown south-bedford,10,0,1
chinatown-stuy town/peter cooper village,22,0,3
co-op city-university heights/morris heights,8,0,2
world trade center-greenpoint,18,0,3
jfk airport-yorkville east,1,0,32
co-op city-soundview/bruckner,21,0,1
west chelsea/hudson yards-un/turtle bay south,0,0,10
manhattanville-upper west side south,5,0,1
manhattanville-flatiron,11,0,1
east harlem south-mott haven/port morris,17,0,3
boerum hill-financial district south,7,0,1
garment district-lenox hill west,9,0,26
upper west side north-murray hill,22,0,26
yorkville west-alphabet city,22,0,15
murray hill-east harlem south,10,0,33
williamsburg (south side)-sutton place/turtle bay north,16,0,1
midtown center-queensbridge/ravenswood,18,0,2
midtown south-battery park city,7,0,22
meatpacking/west village west-chinatown,17,0,17
midtown east-oakland gardens,21,0,2
west chelsea/hudson yards-schuylerville/edgewater park,23,0,1
midtown east-greenwich village south,12,0,58
clinton east-upper east side south,15,0,113
murray hill-times sq/theatre district,23,0,117
east harlem south-west chelsea/hudson yards,13,0,8
greenwich village south-west chelsea/hudson yards,20,0,92
mott haven/port morris-brighton beach,19,0,1
co-op city-east harlem north,10,0,2
upper east side south-morningside heights,15,0,74
central harlem north-bushwick south,17,0,1
lincoln square east-bloomingdale,6,0,2
boerum hill-melrose south,6,0,1
upper east side north-little italy/nolita,19,0,26
crown heights north-cypress hills,16,0,1
meatpacking/west village west-prospect-lefferts gardens,3,0,1
pelham parkway-jackson heights,23,0,1
sunnyside-midtown east,9,0,3
battery park city-astoria,2,0,1
battery park city-lenox hill west,23,0,6
jfk airport-cambria heights,6,0,20
university heights/morris heights-west concourse,18,0,1
laguardia airport-east tremont,20,0,1
williamsburg (north side)-jfk airport,8,0,2
flatbush/ditmas park-bushwick south,18,0,1
queens village-washington heights north,21,0,1
jfk airport-lincoln square west,10,0,33
laguardia airport-tribeca/civic center,2,0,1
dumbo/vinegar hill-east chelsea,11,0,1
queens village-queens village,14,0,4
flatiron-battery park city,11,0,28
garment district-inwood hill park,22,0,1
central park-kew gardens,14,0,1
van cortlandt park-norwood,21,0,1
murray hill-prospect park,10,0,1
central park-lincoln square east,0,0,28
union sq-midtown center,13,0,354
grymes hill/clifton-sunset park west,18,0,1
lenox hill east-manhattan valley,8,0,25
brooklyn heights-elmhurst,7,0,1
laguardia airport-east harlem south,7,0,15
flatbush/ditmas park-bushwick north,9,0,1
jfk airport-van cortlandt village,10,0,3
times sq/theatre district-east chelsea,22,0,400
ocean hill-queens village,7,0,2
times sq/theatre district-spuyten duyvil/kingsbridge,1,0,2
park slope-kips bay,19,0,2
lenox hill west-east harlem north,19,0,83
rego park-south ozone park,20,0,1
un/turtle bay south-lincoln square east,20,0,53
yorkville east-gramercy,3,0,1
yorkville west-yorkville east,11,0,157
alphabet city-world trade center,6,0,7
stuyvesant heights-highbridge,17,0,1
clinton east-west village,7,0,32
gowanus-gowanus,0,0,1
financial district north-kingsbridge heights,22,0,1
east chelsea-baisley park,21,0,1
upper west side north-riverdale/north riverdale/fieldston,19,0,3
central park-chinatown,18,0,10
east harlem south-penn station/madison sq west,15,0,16
financial district north-bayside,19,0,1
midtown east-central park,7,0,45
union sq-prospect-lefferts gardens,20,0,2
red hook-cobble hill,17,0,1
lincoln square east-hamilton heights,23,0,69
midtown center-boerum hill,3,0,1
upper east side south-queensbridge/ravenswood,10,0,2
central harlem-garment district,5,0,1
flatiron-lincoln square east,22,0,91
crown heights south-sunset park west,8,0,1
manhattanville-times sq/theatre district,16,0,3
murray hill-astoria,11,0,3
upper west side north-greenwich village north,0,0,1
greenwich village south-laguardia airport,12,0,4
bushwick north-bushwick north,22,0,2
clinton east-prospect heights,3,0,1
east tremont-ocean hill,11,0,1
west concourse-garment district,11,0,1
lenox hill east-lenox hill east,14,0,336
greenpoint-world trade center,21,0,1
east harlem north-flatiron,8,0,2
union sq-richmond hill,18,0,1
laguardia airport-fort greene,9,0,14
east harlem south-morningside heights,16,0,35
corona-briarwood/jamaica hills,9,0,1
jfk airport-williamsburg (north side),21,0,105
flatiron-elmhurst,22,0,1
east harlem north-co-op city,9,0,3
lenox hill east-upper east side north,15,0,665
little italy/nolita-un/turtle bay south,23,0,53
south ozone park-un/turtle bay south,20,0,2
two bridges/seward park-ocean parkway south,14,0,1
stuy town/peter cooper village-kips bay,9,0,20
brooklyn heights-long island city/hunters point,9,0,1
clinton hill-prospect heights,20,0,1
upper west side north-brooklyn heights,6,0,2
flatbush/ditmas park-washington heights south,22,0,1
lower east side-lenox hill west,12,0,11
boerum hill-east harlem north,12,0,1
central harlem north-union sq,7,0,6
west village-columbia street,10,0,2
tribeca/civic center-meatpacking/west village west,12,0,101
times sq/theatre district-manhattan valley,6,0,3
manhattanville-lenox hill west,14,0,3
midtown north-clinton east,1,0,29
central park-sunnyside,19,0,3
laguardia airport-parkchester,15,0,6
astoria-boerum hill,15,0,2
times sq/theatre district-flatiron,0,0,65
gowanus-east new york,15,0,1
jfk airport-east elmhurst,12,0,12
midtown south-east harlem south,21,0,40
springfield gardens south-brooklyn heights,9,0,1
flatbush/ditmas park-homecrest,21,0,1
financial district south-east chelsea,15,0,23
midtown center-south williamsburg,11,0,4
upper west side north-sutton place/turtle bay north,12,0,34
world trade center-hollis,16,0,1
gramercy-lenox hill east,4,0,6
lower east side-greenwich village north,13,0,19
lower east side-yorkville west,22,0,70
jfk airport-east flatbush/remsen village,0,0,18
union sq-washington heights south,19,0,8
manhattanville-bloomingdale,14,0,1
central harlem-lenox hill west,6,0,7
midtown east-van cortlandt village,16,0,1
sutton place/turtle bay north-manhattan valley,8,0,10
park slope-penn station/madison sq west,5,0,1
east elmhurst-allerton/pelham gardens,14,0,1
upper west side south-mount hope,12,0,1
sutton place/turtle bay north-roosevelt island,14,0,6
cypress hills-brighton beach,12,0,1
financial district south-midtown north,7,0,4
sutton place/turtle bay north-crown heights north,14,0,1
clinton east-downtown brooklyn/metrotech,21,0,11
upper east side south-gramercy,8,0,53
lower east side-crown heights north,0,0,14
east williamsburg-astoria,19,0,2
greenwich village north-marine park/mill basin,21,0,1
midtown north-east williamsburg,19,0,4
east new york-hamilton heights,18,0,1
lenox hill west-tribeca/civic center,14,0,19
sutton place/turtle bay north-soundview/bruckner,9,0,1
stuy town/peter cooper village-clinton west,13,0,5
two bridges/seward park-midtown north,18,0,6
battery park city-midtown south,13,0,30
mott haven/port morris-lincoln square west,11,0,1
chinatown-bedford,21,0,1
borough park-crown heights south,19,0,1
east chelsea-midtown south,5,0,8
jfk airport-windsor terrace,7,0,2
brighton beach-brighton beach,10,0,2
morningside heights-lenox hill east,17,0,24
west village-hamilton heights,21,0,18
upper east side north-manhattan valley,7,0,50
laguardia airport-kensington,15,0,7
west village-woodside,2,0,4
jfk airport-williamsburg (north side),15,0,111
midtown center-two bridges/seward park,22,0,64
laguardia airport-un/turtle bay south,17,0,141
williamsbridge/olinville-university heights/morris heights,6,0,1
greenwich village south-chinatown,11,0,12
rego park-washington heights north,14,0,1
times sq/theatre district-penn station/madison sq west,2,0,35
two bridges/seward park-lincoln square west,20,0,4
springfield gardens north-starrett city,12,0,1
east elmhurst-east tremont,9,0,1
glen oaks-east new york,21,0,1
tribeca/civic center-upper west side north,9,0,13
forest hills-flushing,13,0,1
east chelsea-crotona park east,9,0,1
manhattanville-union sq,10,0,2
sutton place/turtle bay north-astoria,14,0,13
union sq-briarwood/jamaica hills,9,0,1
jfk airport-two bridges/seward park,14,0,41
hamilton heights-inwood,6,0,4
east williamsburg-lenox hill east,17,0,1
upper west side south-briarwood/jamaica hills,7,0,1
laguardia airport-upper west side north,10,0,116
kips bay-sunset park west,20,0,3
world trade center-midtown east,14,0,46
carroll gardens-west chelsea/hudson yards,13,0,1
highbridge-university heights/morris heights,21,0,1
midtown north-melrose south,5,0,1
sutton place/turtle bay north-long island city/queens plaza,8,0,3
tribeca/civic center-steinway,18,0,3
south williamsburg-crown heights north,0,0,1
east elmhurst-williamsbridge/olinville,12,0,1
garment district-morningside heights,6,0,8
springfield gardens north-starrett city,7,0,1
soho-lower east side,13,0,46
sutton place/turtle bay north-downtown brooklyn/metrotech,8,0,1
chinatown-laguardia airport,9,0,1
lincoln square west-greenwich village south,17,0,14
jfk airport-times sq/theatre district,15,0,795
times sq/theatre district-clinton east,19,0,267
alphabet city-midtown north,18,0,7
alphabet city-greenwich village south,23,0,28
spuyten duyvil/kingsbridge-central harlem,7,0,1
long island city/hunters point-gramercy,8,0,3
garment district-brooklyn heights,0,0,5
west chelsea/hudson yards-little italy/nolita,15,0,59
east village-murray hill,8,0,193
soho-seaport,22,0,24
west chelsea/hudson yards-midtown north,8,0,87
murray hill-upper east side south,14,0,392
hudson sq-west village,22,0,128
hunts point-bedford,9,0,1
soho-yorkville east,12,0,3
prospect-lefferts gardens-yorkville west,8,0,1
greenwich village north-clinton west,18,0,32
east flatbush/farragut-east harlem south,13,0,2
tribeca/civic center-columbia street,0,0,1
gramercy-east village,8,0,58
east village-upper west side north,1,0,52
financial district south-battery park city,14,0,21
times sq/theatre district-hamilton heights,14,0,5
upper west side south-east harlem south,8,0,102
boerum hill-gramercy,21,0,1
sutton place/turtle bay north-greenwich village south,15,0,16
clinton hill-un/turtle bay south,8,0,1
hillcrest/pomonok-murray hill,11,0,1
midtown east-meatpacking/west village west,8,0,33
brooklyn heights-upper west side north,22,0,1
sunnyside-boerum hill,9,0,1
flushing meadows-corona park-un/turtle bay south,6,0,1
meatpacking/west village west-midtown south,6,0,6
pelham parkway-central harlem,17,0,1
bloomingdale-east harlem north,9,0,13
upper west side south-central harlem,16,0,90
lincoln square east-cobble hill,10,0,1
jamaica estates-midwood,11,0,1
fort greene-kingsbridge heights,22,0,1
jackson heights-financial district north,6,0,1
lincoln square east-bronxdale,17,0,1
laguardia airport-penn station/madison sq west,16,0,114
penn station/madison sq west-bloomingdale,11,0,12
upper west side north-midtown east,6,0,66
laguardia airport-bath beach,14,0,1
crown heights south-cobble hill,6,0,1
upper west side south-mount hope,10,0,2
flatiron-kensington,12,0,1
kips bay-bensonhurst west,19,0,2
east elmhurst-west village,14,0,6
astoria-west concourse,10,0,1
clinton east-kips bay,0,0,38
lincoln square east-yorkville east,9,0,38
union sq-prospect-lefferts gardens,10,0,3
boerum hill-bushwick north,1,0,1
laurelton-canarsie,11,0,1
penn station/madison sq west-springfield gardens south,11,0,1
bronxdale-lenox hill east,8,0,1
brownsville-kips bay,11,0,2
old astoria-greenwich village south,11,0,2
midtown east-west village,13,0,63
seaport-astoria,20,0,1
central park-manhattan valley,11,0,54
maspeth-maspeth,23,0,2
little italy/nolita-hudson sq,1,0,36
stuy town/peter cooper village-gramercy,14,0,11
gramercy-williamsbridge/olinville,14,0,2
springfield gardens south-oakland gardens,13,0,1
williamsburg (south side)-crown heights south,22,0,3
financial district north-upper west side north,19,0,7
steinway-yorkville west,11,0,2
seaport-upper east side south,13,0,3
union sq-clinton west,19,0,84
east elmhurst-times sq/theatre district,1,0,5
williamsbridge/olinville-east new york/pennsylvania avenue,14,0,1
jfk airport-bedford,11,0,19
south jamaica-laurelton,23,0,1
tribeca/civic center-flatbush/ditmas park,12,0,1
bloomingdale-yorkville east,15,0,7
downtown brooklyn/metrotech-meatpacking/west village west,18,0,3
yorkville west-jackson heights,0,0,2
central harlem north-ocean hill,14,0,1
old astoria-old astoria,16,0,4
lincoln square west-central park,11,0,54
garment district-pelham bay,9,0,1
lower east side-hamilton heights,4,0,2
inwood hill park-manhattanville,12,0,1
stuy town/peter cooper village-west village,22,0,7
fort greene-upper west side north,15,0,1
crown heights north-lenox hill east,6,0,6
downtown brooklyn/metrotech-fort greene,12,0,3
lenox hill east-elmhurst/maspeth,9,0,1
financial district south-stuy town/peter cooper village,12,0,3
upper west side north-bay ridge,7,0,1
crown heights north-ocean hill,16,0,1
upper east side south-washington heights south,19,0,10
penn station/madison sq west-heartland village/todt hill,13,0,1
sutton place/turtle bay north-financial district south,11,0,11
erasmus-tribeca/civic center,5,0,2
east elmhurst-spuyten duyvil/kingsbridge,14,0,1
seaport-east village,3,0,1
soho-financial district south,3,0,2
east harlem south-midtown east,7,0,54
upper east side north-hudson sq,19,0,9
stuy town/peter cooper village-manhattanville,6,0,1
hammels/arverne-prospect heights,7,0,1
east harlem north-west chelsea/hudson yards,11,0,7
carroll gardens-greenpoint,10,0,1
springfield gardens south-bellerose,8,0,1
flushing meadows-corona park-jamaica,12,0,1
union sq-greenwich village north,22,0,271
little italy/nolita-meatpacking/west village west,12,0,24
un/turtle bay south-chinatown,19,0,11
crown heights north-upper east side south,13,0,2
manhattan valley-greenwich village south,0,0,1
financial district north-east harlem north,11,0,4
battery park city-world trade center,0,0,3
greenpoint-upper east side south,8,0,1
yorkville east-times sq/theatre district,18,0,46
garment district-highbridge,6,0,1
mount hope-williamsbridge/olinville,22,0,1
jfk airport-richmond hill,2,0,10
lincoln square east-clinton east,5,0,17
garment district-east harlem north,6,0,5
bushwick south-cobble hill,23,0,1
flatiron-kingsbridge heights,2,0,1
williamsburg (north side)-dumbo/vinegar hill,17,0,2
central harlem-union sq,7,0,5
times sq/theatre district-soho,14,0,57
times sq/theatre district-clinton west,14,0,138
world trade center-greenwich village south,6,0,5
midtown center-kips bay,6,0,16
clinton west-tribeca/civic center,21,0,18
meatpacking/west village west-central harlem,2,0,5
longwood-mott haven/port morris,8,0,1
melrose south-mott haven/port morris,16,0,1
mott haven/port morris-soundview/castle hill,6,0,1
lenox hill east-battery park city,14,0,18
midtown south-yorkville west,8,0,22
clinton hill-bay ridge,9,0,3
washington heights south-melrose south,19,0,1
carroll gardens-roosevelt island,18,0,1
forest hills-cypress hills,15,0,1
yorkville west-astoria,6,0,1
sutton place/turtle bay north-prospect heights,15,0,2
williamsbridge/olinville-lenox hill east,13,0,1
midtown south-windsor terrace,22,0,1
times sq/theatre district-east harlem north,15,0,16
jfk airport-murray hill-queens,21,0,16
west village-east village,14,0,90
manhattan valley-central harlem,6,0,8
greenwich village south-belmont,4,0,1
fort greene-two bridges/seward park,7,0,1
chinatown-little italy/nolita,13,0,5
east harlem north-un/turtle bay south,19,0,6
penn station/madison sq west-financial district north,16,0,58
sunnyside-saint albans,21,0,1
upper east side north-financial district south,18,0,21
midtown center-prospect heights,12,0,5
manhattanville-lincoln square east,17,0,10
upper east side south-downtown brooklyn/metrotech,17,0,4
lenox hill west-flushing,11,0,1
union sq-roosevelt island,16,0,4
east chelsea-hudson sq,22,0,77
lenox hill west-fort greene,8,0,1
baisley park-east village,17,0,1
dumbo/vinegar hill-crown heights south,14,0,1
astoria-homecrest,9,0,1
maspeth-stuyvesant heights,0,0,1
east chelsea-hammels/arverne,10,0,2
world trade center-hudson sq,13,0,24
clinton east-upper east side north,6,0,48
penn station/madison sq west-washington heights north,3,0,3
williamsburg (north side)-bedford,19,0,4
soho-un/turtle bay south,23,0,23
flushing meadows-corona park-flushing meadows-corona park,9,0,1
greenpoint-cobble hill,0,0,1
yorkville west-upper west side south,18,0,207
washington heights south-manhattan valley,11,0,1
hudson sq-hamilton heights,0,0,6
corona-forest hills,16,0,1
kingsbridge heights-williamsbridge/olinville,19,0,1
flatbush/ditmas park-prospect-lefferts gardens,0,0,1
washington heights north-highbridge,16,0,1
east williamsburg-west chelsea/hudson yards,14,0,1
west village-crown heights south,0,0,6
tribeca/civic center-hudson sq,16,0,67
two bridges/seward park-garment district,11,0,4
east village-midtown center,10,0,98
greenwich village north-kips bay,10,0,35
jfk airport-co-op city,7,0,10
times sq/theatre district-cobble hill,18,0,1
university heights/morris heights-east flatbush/remsen village,14,0,1
homecrest-red hook,6,0,1
highbridge-woodlawn/wakefield,6,0,2
little italy/nolita-un/turtle bay south,9,0,4
chinatown-east harlem north,9,0,1
east chelsea-west chelsea/hudson yards,15,0,285
upper east side south-ocean parkway south,9,0,1
greenwich village north-little italy/nolita,0,0,52
sutton place/turtle bay north-dumbo/vinegar hill,3,0,1
east new york-saint albans,16,0,5
park slope-flatbush/ditmas park,14,0,1
inwood hill park-manhattanville,6,0,1
east chelsea-union sq,7,0,71
longwood-west farms/bronx river,14,0,1
clinton east-windsor terrace,12,0,1
west village-greenwich village south,10,0,40
sutton place/turtle bay north-woodhaven,10,0,2
tribeca/civic center-bushwick north,23,0,2
west farms/bronx river-times sq/theatre district,15,0,1
upper east side south-upper east side south,10,0,1082
lower east side-prospect-lefferts gardens,8,0,1
central park-hamilton heights,15,0,7
bedford-gramercy,6,0,1
west village-west village,0,0,225
canarsie-dyker heights,14,0,1
bushwick south-sheepshead bay,22,0,1
carroll gardens-park slope,14,0,1
west concourse-west concourse,15,0,1
un/turtle bay south-manhattan valley,21,0,9
williamsburg (north side)-flatbush/ditmas park,0,0,1
penn station/madison sq west-soundview/castle hill,15,0,3
sutton place/turtle bay north-greenwich village north,2,0,3
west chelsea/hudson yards-lenox hill east,10,0,17
two bridges/seward park-borough park,12,0,1
lincoln square east-bay ridge,22,0,6
mott haven/port morris-lenox hill east,18,0,1
yorkville east-manhattanville,20,0,1
kips bay-clinton hill,8,0,3
lincoln square west-midtown south,10,0,24
yorkville east-manhattanville,4,0,1
boerum hill-union sq,9,0,1
prospect-lefferts gardens-westchester village/unionport,7,0,4
boerum hill-sutton place/turtle bay north,14,0,3
lincoln square east-longwood,0,0,1
lenox hill west-kips bay,3,0,5
penn station/madison sq west-steinway,5,0,4
un/turtle bay south-battery park city,4,0,1
jfk airport-woodhaven,20,0,11
east new york-baisley park,18,0,2
ridgewood-ridgewood,4,0,1
sunset park east-sunset park east,23,0,1
garment district-flatbush/ditmas park,11,0,1
upper east side north-central harlem,4,0,2
penn station/madison sq west-prospect-lefferts gardens,20,0,1
yorkville west-midtown east,16,0,111
stuy town/peter cooper village-midtown east,13,0,13
world trade center-east village,19,0,69
east chelsea-flatiron,8,0,77
sutton place/turtle bay north-old astoria,21,0,3
ocean hill-tribeca/civic center,16,0,1
hudson sq-east williamsburg,19,0,2
williamsburg (north side)-long island city/hunters point,0,0,3
west chelsea/hudson yards-battery park city,9,0,56
east village-ridgewood,0,0,8
jackson heights-queensboro hill,21,0,1
lenox hill west-greenwich village north,18,0,42
co-op city-richmond hill,6,0,1
midtown east-lenox hill east,14,0,359
astoria-canarsie,14,0,1
sheepshead bay-manhattan beach,12,0,1
van nest/morris park-east concourse/concourse village,14,0,1
murray hill-little italy/nolita,17,0,85
upper west side north-mount hope,22,0,3
soho-midtown south,8,0,24
bushwick south-clinton hill,10,0,1
williamsburg (south side)-clinton hill,9,0,1
ocean hill-times sq/theatre district,5,0,1
lower east side-clinton hill,16,0,1
woodside-park slope,8,0,2
west chelsea/hudson yards-washington heights north,20,0,14
financial district north-highbridge park,10,0,1
un/turtle bay south-flatiron,10,0,28
greenwich village south-bloomingdale,9,0,1
upper west side north-jackson heights,13,0,3
times sq/theatre district-murray hill,21,0,316
lenox hill east-clinton east,20,0,51
little italy/nolita-east harlem south,19,0,9
greenpoint-williamsburg (south side),23,0,10
little italy/nolita-greenwich village south,22,0,77
central harlem north-woodside,17,0,1
lenox hill east-meatpacking/west village west,19,0,17
east flatbush/remsen village-starrett city,10,0,2
financial district north-soho,16,0,22
yorkville west-queensbridge/ravenswood,18,0,1
east village-financial district south,4,0,6
little italy/nolita-washington heights north,9,0,1
washington heights south-morningside heights,19,0,6
sutton place/turtle bay north-kew gardens,9,0,2
tribeca/civic center-newark airport,5,0,9
garment district-central harlem north,1,0,6
jfk airport-college point,15,0,9
midtown north-flushing meadows-corona park,15,0,2
soundview/castle hill-union sq,11,0,2
west concourse-central harlem,22,0,2
financial district north-williamsburg (north side),23,0,18
soho-greenpoint,23,0,12
clinton east-co-op city,19,0,1
upper west side south-chinatown,22,0,6
midtown south-central park,13,0,72
sutton place/turtle bay north-bronx park,11,0,1
union sq-midtown center,23,0,108
laguardia airport-clinton hill,11,0,25
financial district south-greenwich village north,21,0,11
sunnyside-kew gardens hills,8,0,1
saint albans-steinway,8,0,1
stuyvesant heights-williamsburg (south side),4,0,1
tribeca/civic center-astoria,21,0,2
lenox hill west-brighton beach,11,0,1
boerum hill-dumbo/vinegar hill,20,0,2
kips bay-clinton east,4,0,4
kingsbridge heights-central harlem,10,0,1
midtown north-co-op city,10,0,1
lincoln square east-prospect heights,16,0,2
yorkville east-fort greene,15,0,2
lincoln square west-two bridges/seward park,22,0,2
jfk airport-sunnyside,19,0,35
financial district north-kips bay,19,0,23
jfk airport-east harlem north,8,0,16
long island city/hunters point-midtown north,6,0,3
two bridges/seward park-penn station/madison sq west,3,0,3
yorkville west-brooklyn heights,22,0,4
flatlands-clinton east,14,0,1
yorkville west-seaport,6,0,4
jamaica-kew gardens,8,0,2
murray hill-boerum hill,3,0,1
queens village-jamaica estates,11,0,1
stuyvesant heights-sheepshead bay,19,0,1
un/turtle bay south-old astoria,23,0,2
hunts point-east new york/pennsylvania avenue,11,0,1
williamsburg (north side)-astoria,3,0,2
midtown south-tribeca/civic center,22,0,128
world trade center-central park,0,0,2
seaport-yorkville west,11,0,2
upper east side north-van nest/morris park,15,0,1
midtown center-rego park,17,0,4
battery park city-gramercy,23,0,11
tribeca/civic center-bloomingdale,11,0,1
lower east side-dumbo/vinegar hill,4,0,1
gramercy-soundview/bruckner,22,0,1
garment district-meatpacking/west village west,8,0,16
times sq/theatre district-homecrest,23,0,1
crown heights south-marine park/mill basin,8,0,1
downtown brooklyn/metrotech-hammels/arverne,20,0,1
rosedale-laurelton,12,0,1
bushwick south-melrose south,12,0,1
bensonhurst west-riverdale/north riverdale/fieldston,5,0,1
hudson sq-dumbo/vinegar hill,16,0,3
queensbridge/ravenswood-east chelsea,13,0,1
clinton east-upper east side north,22,0,234
east tremont-lenox hill east,11,0,1
east chelsea-middle village,9,0,1
brownsville-university heights/morris heights,7,0,2
rego park-jfk airport,18,0,1
un/turtle bay south-flushing meadows-corona park,21,0,2
chinatown-stuyvesant heights,15,0,1
financial district north-east harlem south,12,0,3
laguardia airport-melrose south,13,0,4
financial district north-south jamaica,0,0,1
un/turtle bay south-riverdale/north riverdale/fieldston,4,0,1
highbridge-east elmhurst,12,0,1
gramercy-crown heights south,7,0,1
maspeth-financial district north,22,0,1
clinton west-laguardia airport,4,0,2
east elmhurst-inwood,17,0,3
lenox hill west-union sq,13,0,67
sunset park west-east harlem north,13,0,1
maspeth-greenwich village south,6,0,1
garment district-east harlem north,22,0,12
little italy/nolita-little italy/nolita,15,0,31
jfk airport-east flatbush/farragut,4,0,1
washington heights south-upper east side south,10,0,7
erasmus-crown heights south,5,0,1
flatiron-lincoln square west,13,0,19
west chelsea/hudson yards-bloomingdale,23,0,8
battery park city-sunset park west,18,0,2
astoria-east harlem south,11,0,1
crown heights south-kips bay,8,0,3
yorkville east-central harlem,21,0,15
east village-roosevelt island,16,0,1
kips bay-van nest/morris park,12,0,1
downtown brooklyn/metrotech-sunnyside,14,0,1
red hook-bedford,11,0,1
sutton place/turtle bay north-greenwich village south,0,0,9
hudson sq-chinatown,12,0,3
meatpacking/west village west-upper west side north,17,0,20
union sq-downtown brooklyn/metrotech,15,0,3
flatbush/ditmas park-upper east side south,6,0,1
central harlem north-central park,18,0,1
yorkville west-randalls island,12,0,4
lenox hill east-greenwich village south,13,0,25
bath beach-homecrest,0,0,1
east harlem north-co-op city,11,0,2
laguardia airport-east concourse/concourse village,6,0,1
clinton west-lenox hill east,12,0,12
downtown brooklyn/metrotech-soundview/castle hill,23,0,1
midtown south-mott haven/port morris,22,0,1
lincoln square west-west village,1,0,1
morningside heights-garment district,8,0,4
central park-laguardia airport,12,0,60
penn station/madison sq west-manhattan valley,11,0,23
mount hope-midtown center,18,0,1
west village-lenox hill west,20,0,95
long island city/queens plaza-east concourse/concourse village,12,0,1
east chelsea-woodside,16,0,1
penn station/madison sq west-penn station/madison sq west,0,0,45
lincoln square east-rego park,1,0,1
midtown north-lenox hill east,1,0,7
stuy town/peter cooper village-morningside heights,20,0,1
stuy town/peter cooper village-west village,16,0,8
marine park/mill basin-park slope,14,0,1
bushwick south-murray hill,11,0,2
upper east side north-clinton west,14,0,40
flatlands-midtown north,7,0,1
two bridges/seward park-financial district north,9,0,5
stuyvesant heights-jfk airport,13,0,1
east elmhurst-woodside,20,0,4
midtown north-clinton east,8,0,62
springfield gardens south-fort greene,7,0,1
clinton east-garment district,0,0,41
yorkville west-woodlawn/wakefield,11,0,1
alphabet city-upper east side south,2,0,3
central harlem north-washington heights north,16,0,3
yorkville east-midtown center,11,0,181
west concourse-lenox hill east,16,0,2
hudson sq-briarwood/jamaica hills,11,0,1
yorkville east-flatiron,2,0,2
flatiron-central park,17,0,32
jfk airport-greenpoint,13,0,46
tribeca/civic center-financial district north,6,0,13
sutton place/turtle bay north-morningside heights,5,0,1
inwood-clinton east,21,0,1
murray hill-flatiron,15,0,122
west village-manhattan valley,14,0,14
clinton west-greenwich village south,4,0,1
financial district south-dumbo/vinegar hill,23,0,8
east harlem north-astoria,14,0,1
un/turtle bay south-midtown center,6,0,64
baisley park-upper east side north,8,0,1
east harlem south-laguardia airport,4,0,12
financial district north-downtown brooklyn/metrotech,11,0,4
east flatbush/farragut-east harlem south,12,0,2
yorkville west-north corona,6,0,1
greenwich village south-bloomingdale,21,0,11
battery park-midtown center,19,0,5
midtown north-dumbo/vinegar hill,23,0,5
midtown center-morningside heights,7,0,8
lower east side-newark airport,15,0,6
starrett city-richmond hill,7,0,1
rosedale-queens village,13,0,1
highbridge-east chelsea,8,0,1
clinton west-east village,14,0,15
east new york/pennsylvania avenue-erasmus,21,0,1
midtown center-westchester village/unionport,21,0,1
central park-clinton west,22,0,35
upper east side south-bedford,9,0,1
west village-downtown brooklyn/metrotech,16,0,4
jamaica-richmond hill,4,0,1
lower east side-stuy town/peter cooper village,4,0,3
old astoria-old astoria,11,0,3
west chelsea/hudson yards-hudson sq,14,0,49
gravesend-kips bay,14,0,1
un/turtle bay south-greenwich village south,19,0,47
soho-carroll gardens,8,0,1
alphabet city-east village,14,0,7
un/turtle bay south-bensonhurst west,17,0,1
penn station/madison sq west-bronx park,9,0,2
brighton beach-chinatown,10,0,2
prospect-lefferts gardens-midtown north,17,0,2
yorkville west-hudson sq,5,0,1
prospect-lefferts gardens-long island city/hunters point,15,0,2
stuy town/peter cooper village-battery park city,5,0,3
west village-elmhurst/maspeth,12,0,1
murray hill-east chelsea,23,0,110
ocean hill-east williamsburg,12,0,1
east williamsburg-boerum hill,19,0,1
alphabet city-seaport,21,0,4
east new york-flatlands,6,0,2
upper west side south-upper east side south,0,0,31
east village-bronx park,11,0,1
west village-stuy town/peter cooper village,9,0,1
boerum hill-gravesend,16,0,1
east new york-van nest/morris park,1,0,1
stuy town/peter cooper village-battery park city,10,0,4
yorkville east-upper west side south,8,0,81
jfk airport-rockaway park,21,0,24
times sq/theatre district-bensonhurst west,15,0,1
long island city/queens plaza-midtown north,8,0,3
union sq-central park,21,0,44
gramercy-old astoria,16,0,1
little italy/nolita-little italy/nolita,11,0,22
upper east side south-washington heights south,5,0,5
upper west side south-jfk airport,15,0,62
hudson sq-lincoln square west,18,0,10
sutton place/turtle bay north-astoria,22,0,36
